EmpID,Age,AgeGroup,BusinessTravel,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Over18,RelationshipSatisfaction,StandardHours,WorkLifeBalance
RM1318,27,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1850,4,Female,3,1,Laboratory Technician,4,Single,Y,3,80,2
RM1329,27,26-35,Travel_Rarely,Sales,1,Medical,1,1864,2,Female,2,2,Sales Representative,3,Married,Y,4,80,3
RM1335,27,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1870,4,Female,2,1,Research Scientist,1,Married,Y,4,80,2
RM1351,27,26-35,Travel_Rarely,Sales,2,Medical,1,1898,1,Female,4,2,Sales Executive,3,Single,Y,2,80,2
RM1368,27,26-35,TravelRarely,Research & Development,4,Technical Degree,1,1931,2,Male,3,1,Research Scientist,2,Married,Y,3,80,2
RM1380,27,26-35,Travel_Frequently,Human Resources,3,Human Resources,1,1944,1,Female,2,1,Human Resources,2,Married,Y,1,80,3
RM1394,27,26-35,Travel_Rarely,Sales,3,Marketing,1,1965,4,Male,3,2,Sales Executive,4,Single,Y,1,80,3
RM1468,27,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,2064,2,Male,4,2,Manufacturing Director,2,Married,Y,2,80,3
RM1468,27,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,2064,2,Male,4,2,Manufacturing Director,2,Married,Y,2,80,3
RM015,28,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,19,3,Male,2,1,Laboratory Technician,3,Single,Y,2,80,3
RM052,28,26-35,Travel_Rarely,Research & Development,4,Technical Degree,1,65,3,Male,3,1,Laboratory Technician,3,Single,Y,3,80,2
RM098,28,26-35,Non-Travel,Sales,3,Medical,1,129,2,Male,3,2,Sales Executive,3,Married,Y,2,80,4
RM163,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,221,3,Male,3,1,Research Scientist,4,Married,Y,3,80,1
RM265,28,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,364,1,Male,3,1,Laboratory Technician,3,Single,Y,3,80,1
RM273,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,377,4,Male,3,1,Research Scientist,4,Married,Y,4,80,2
RM290,28,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,395,4,Female,3,1,Research Scientist,4,Single,Y,4,80,3
RM303,28,26-35,Travel_Rarely,Research & Development,2,Medical,1,412,2,Male,4,2,Healthcare Representative,1,Single,Y,3,80,3
RM324,28,26-35,Travel_Rarely,Research & Development,4,Medical,1,440,1,Male,1,1,Research Scientist,4,Married,Y,4,80,2
RM375,28,26-35,Travel_Rarely,Sales,4,Life Sciences,1,498,2,Male,3,2,Sales Executive,4,Single,Y,4,80,3
RM405,28,26-35,Travel_Rarely,Research & Development,2,Medical,1,536,3,Male,3,2,Laboratory Technician,1,Divorced,Y,4,80,3
RM541,28,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,741,1,Female,1,1,Research Scientist,2,Single,Y,4,80,3
RM599,28,26-35,Travel_Rarely,Research & Development,4,Medical,1,828,3,Male,3,1,Research Scientist,3,Single,Y,4,80,2
RM613,28,26-35,Travel_Rarely,Sales,4,Marketing,1,846,2,Female,3,2,Sales Executive,2,Married,Y,1,80,3
RM630,28,26-35,Travel_Rarely,Human Resources,2,Medical,1,869,2,Male,2,1,Human Resources,4,Divorced,Y,4,80,3
RM660,28,26-35,Travel_Rarely,Sales,4,Medical,1,916,1,Male,3,2,Sales Executive,4,Single,Y,2,80,3
RM669,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,930,3,Female,3,1,Research Scientist,3,Divorced,Y,2,80,3
RM765,28,26-35,Travel_Rarely,Sales,1,Medical,1,1056,4,Male,3,1,Sales Representative,2,Married,Y,2,80,3
RM781,28,26-35,Non-Travel,Research & Development,2,Technical Degree,1,1082,2,Male,2,3,Healthcare Representative,1,Single,Y,1,80,2
RM789,28,26-35,Travel_Rarely,Research & Development,3,Other,1,1097,3,Female,3,2,Research Scientist,3,Single,Y,4,80,4
RM794,28,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,1102,1,Male,3,1,Laboratory Technician,3,Divorced,Y,4,80,2
RM801,28,26-35,Travel_Frequently,Research & Development,3,Medical,1,1111,1,Male,2,1,Laboratory Technician,2,Divorced,Y,1,80,3
RM810,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,1121,4,Female,3,3,Manufacturing Director,2,Divorced,Y,2,80,2
RM820,28,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1136,1,Male,2,1,Research Scientist,2,Married,Y,1,80,1
RM828,28,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1154,3,Male,2,1,Research Scientist,3,Divorced,Y,4,80,3
RM843,28,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1175,3,Female,3,1,Laboratory Technician,4,Married,Y,4,80,2
RM869,28,26-35,Travel_Rarely,Research & Development,4,Medical,1,1216,4,Male,2,1,Laboratory Technician,1,Married,Y,3,80,3
RM922,28,26-35,Travel_Frequently,Research & Development,4,Medical,1,1286,4,Male,3,1,Laboratory Technician,3,Single,Y,3,80,2
RM930,28,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1296,4,Male,2,1,Laboratory Technician,4,Married,Y,2,80,3
RM934,28,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1301,4,Male,3,1,Research Scientist,1,Single,Y,2,80,2
RM945,28,26-35,Non-Travel,Research & Development,3,Life Sciences,1,1315,3,Female,1,2,Laboratory Technician,4,Married,Y,1,80,3
RM985,28,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1387,3,Male,2,2,Sales Executive,1,Married,Y,3,80,3
RM1042,28,26-35,Travel_Rarely,Sales,3,Medical,1,1469,4,Male,3,2,Sales Executive,1,Single,Y,4,80,3
RM1057,28,26-35,Travel_Frequently,Sales,3,Technical Degree,1,1486,1,Male,3,1,Sales Representative,3,Married,Y,4,80,4
RM1069,28,26-35,Travel_Frequently,Research & Development,2,Medical,1,1504,3,Male,2,1,Laboratory Technician,1,Single,Y,3,80,2
RM1070,28,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1506,1,Male,2,1,Research Scientist,3,Divorced,Y,4,80,1
RM1071,28,26-35,Travel_Frequently,Sales,3,Life Sciences,1,1507,3,Male,3,2,Sales Executive,1,Single,Y,4,80,3
RM1074,28,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1514,3,Male,1,2,Manufacturing Director,2,Married,Y,2,80,2
RM1137,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,1604,3,Male,3,1,Laboratory Technician,2,Married,Y,3,80,3
RM1152,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,1622,2,Female,1,2,Manufacturing Director,1,Divorced,Y,2,80,2
RM1284,28,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1799,3,Male,3,1,Research Scientist,4,Married,Y,3,80,4
RM1308,28,26-35,Travel_Rarely,Research & Development,3,Medical,1,1834,3,Female,3,1,Research Scientist,1,Married,Y,3,80,3
RM1324,28,26-35,Non-Travel,Human Resources,2,Life Sciences,1,1858,3,Male,3,1,Human Resources,4,Divorced,Y,2,80,3
RM1338,28,26-35,Travel_Rarely,Sales,3,Medical,1,1875,2,Female,3,1,Sales Representative,2,Married,Y,4,80,3
RM1365,28,26-35,Travel_Frequently,Sales,2,Life Sciences,1,1927,3,Male,2,2,Sales Executive,4,Married,Y,3,80,3
RM1370,28,26-35,Travel_Rarely,Sales,2,Marketing,1,1933,4,Female,3,2,Sales Executive,3,Single,Y,4,80,3
RM1382,28,26-35,Non-Travel,Research & Development,3,Medical,1,1947,3,Male,3,1,Research Scientist,3,Single,Y,3,80,2
RM1391,28,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1960,3,Male,2,1,Laboratory Technician,4,Divorced,Y,1,80,2
RM012,29,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,15,4,Female,2,2,Laboratory Technician,3,Single,Y,4,80,3
RM016,29,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,20,2,Female,4,3,Manufacturing Director,1,Divorced,Y,3,80,3
RM072,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,94,3,Male,3,1,Research Scientist,2,Married,Y,4,80,3
RM156,29,26-35,Non-Travel,Research & Development,1,Technical Degree,1,208,4,Male,3,2,Manufacturing Director,3,Married,Y,1,80,3
RM206,29,26-35,Travel_Rarely,Sales,3,Marketing,1,283,2,Female,3,3,Sales Executive,4,Married,Y,4,80,2
RM218,29,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,300,3,Male,3,1,Research Scientist,3,Single,Y,4,80,2
RM228,29,26-35,Travel_Frequently,Sales,1,Medical,1,312,2,Female,3,3,Sales Executive,4,Married,Y,4,80,3
RM230,29,26-35,Travel_Rarely,Research & Development,1,Medical,1,315,3,Male,2,1,Research Scientist,4,Single,Y,3,80,2
RM253,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,346,3,Male,3,1,Research Scientist,4,Single,Y,1,80,3
RM255,29,26-35,Travel_Rarely,Sales,2,Marketing,1,349,4,Male,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM266,29,26-35,Travel_Rarely,Sales,3,Medical,1,366,1,Male,2,2,Sales Executive,2,Married,Y,2,80,3
RM283,29,26-35,Travel_Frequently,Sales,2,Life Sciences,1,388,2,Male,3,2,Sales Executive,4,Single,Y,1,80,2
RM337,29,26-35,Travel_Rarely,Research & Development,4,Other,1,454,2,Male,1,1,Laboratory Technician,1,Married,Y,4,80,2
RM338,29,26-35,Travel_Rarely,Research & Development,5,Other,1,455,2,Male,2,1,Laboratory Technician,4,Single,Y,3,80,3
RM344,29,26-35,Travel_Rarely,Sales,1,Marketing,1,463,4,Female,2,2,Sales Executive,2,Divorced,Y,1,80,3
RM350,29,26-35,Non-Travel,Sales,3,Life Sciences,1,469,4,Male,3,2,Sales Executive,3,Married,Y,1,80,2
RM372,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,495,4,Male,3,1,Research Scientist,4,Single,Y,4,80,3
RM421,29,26-35,Travel_Rarely,Research & Development,4,Medical,1,564,2,Male,2,3,Research Director,3,Married,Y,3,80,3
RM422,29,26-35,Travel_Rarely,Research & Development,5,Technical Degree,1,565,3,Female,2,1,Research Scientist,2,Married,Y,2,80,4
RM455,29,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,611,4,Male,3,2,Manufacturing Director,4,Divorced,Y,2,80,4
RM508,29,26-35,Travel_Rarely,Sales,2,Medical,1,690,2,Female,3,2,Sales Executive,3,Married,Y,1,80,2
RM520,29,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,710,2,Male,1,1,Research Scientist,4,Divorced,Y,4,80,3
RM547,29,26-35,Travel_Rarely,Sales,3,Life Sciences,1,749,3,Male,3,1,Sales Representative,3,Single,Y,3,80,3
RM556,29,26-35,Travel_Rarely,Sales,3,Marketing,1,766,4,Male,3,1,Sales Representative,2,Divorced,Y,4,80,3
RM573,29,26-35,Travel_Rarely,Research & Development,3,Medical,1,793,2,Female,3,2,Healthcare Representative,3,Married,Y,1,80,2
RM590,29,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,816,2,Female,2,1,Laboratory Technician,1,Married,Y,4,80,3
RM595,29,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,824,3,Male,4,1,Research Scientist,3,Married,Y,3,80,3
RM646,29,26-35,Travel_Rarely,Sales,3,Medical,1,896,2,Female,2,1,Sales Representative,3,Divorced,Y,3,80,3
RM658,29,26-35,Travel_Rarely,Research & Development,1,Medical,1,912,1,Female,2,1,Laboratory Technician,4,Divorced,Y,3,80,3
RM698,29,26-35,Travel_Frequently,Sales,3,Technical Degree,1,974,3,Female,3,1,Sales Representative,4,Married,Y,2,80,3
RM712,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,994,4,Female,2,1,Research Scientist,1,Single,Y,3,80,3
RM809,29,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1120,3,Female,3,1,Research Scientist,4,Divorced,Y,1,80,3
RM824,29,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1143,4,Female,3,1,Research Scientist,2,Divorced,Y,4,80,2
RM826,29,26-35,Travel_Rarely,Research & Development,1,Medical,1,1150,2,Male,2,2,Manufacturing Director,4,Married,Y,3,80,2
RM837,29,26-35,Travel_Rarely,Sales,1,Life Sciences,1,1165,4,Female,2,3,Sales Executive,1,Married,Y,1,80,1
RM853,29,26-35,Travel_Rarely,Research & Development,1,Medical,1,1192,2,Female,3,1,Laboratory Technician,4,Married,Y,1,80,3
RM860,29,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1202,2,Female,1,1,Research Scientist,4,Married,Y,1,80,2
RM894,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1249,1,Female,3,1,Research Scientist,4,Divorced,Y,1,80,3
RM904,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1260,3,Male,3,2,Healthcare Representative,4,Divorced,Y,2,80,3
RM906,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1264,4,Female,2,4,Research Director,4,Divorced,Y,2,80,2
RM933,29,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1299,2,Female,3,1,Laboratory Technician,3,Divorced,Y,1,80,3
RM1006,29,26-35,Travel_Rarely,Human Resources,3,Other,1,1419,2,Male,2,3,Human Resources,1,Single,Y,1,80,2
RM1008,29,26-35,Travel_Frequently,Research & Development,1,Other,1,1421,3,Female,3,3,Healthcare Representative,4,Single,Y,1,80,3
RM1058,29,26-35,Travel_Frequently,Sales,3,Technical Degree,1,1487,1,Female,3,2,Sales Executive,2,Single,Y,1,80,1
RM1064,29,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1497,3,Male,2,2,Sales Executive,3,Divorced,Y,3,80,3
RM1073,29,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,1513,4,Female,3,1,Laboratory Technician,2,Married,Y,3,80,3
RM1078,29,26-35,Travel_Rarely,Research & Development,4,Technical Degree,1,1522,1,Male,2,1,Research Scientist,1,Single,Y,3,80,1
RM1091,29,26-35,Travel_Rarely,Research & Development,1,Other,1,1544,3,Female,1,2,Healthcare Representative,1,Married,Y,3,80,3
RM1105,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1558,3,Male,4,1,Research Scientist,3,Married,Y,1,80,2
RM1123,29,26-35,Travel_Rarely,Research & Development,1,Medical,1,1586,2,Male,3,1,Laboratory Technician,1,Single,Y,4,80,3
RM1126,29,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,1590,1,Male,3,2,Healthcare Representative,4,Divorced,Y,4,80,4
RM1173,29,26-35,Travel_Rarely,Sales,3,Medical,1,1650,3,Male,2,2,Sales Executive,3,Single,Y,3,80,3
RM1189,29,26-35,Travel_Rarely,Sales,3,Medical,1,1669,1,Male,2,2,Sales Executive,2,Divorced,Y,2,80,2
RM1220,29,26-35,Travel_Rarely,Research & Development,4,Medical,1,1709,4,Female,3,1,Laboratory Technician,3,Married,Y,3,80,3
RM1250,29,26-35,Travel_Rarely,Sales,3,Marketing,1,1752,2,Female,1,1,Sales Representative,2,Single,Y,3,80,3
RM1251,29,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1753,4,Male,4,2,Healthcare Representative,3,Single,Y,4,80,4
RM1259,29,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1762,4,Female,2,1,Research Scientist,1,Divorced,Y,3,80,3
RM1314,29,26-35,Travel_Rarely,Human Resources,3,Human Resources,1,1844,1,Male,2,1,Human Resources,1,Divorced,Y,4,80,3
RM1319,29,26-35,Travel_Frequently,Research & Development,1,Medical,1,1852,4,Male,3,1,Laboratory Technician,4,Married,Y,2,80,4
RM1325,29,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1859,4,Male,1,2,Healthcare Representative,3,Divorced,Y,4,80,3
RM1330,29,26-35,TravelRarely,Human Resources,1,Medical,1,1865,4,Male,2,1,Human Resources,2,Married,Y,4,80,3
RM1333,29,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1868,4,Male,2,1,Research Scientist,4,Single,Y,2,80,2
RM1344,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1883,4,Male,3,1,Laboratory Technician,1,Single,Y,2,80,3
RM1366,29,26-35,Travel_Frequently,Sales,3,Technical Degree,1,1928,3,Male,4,1,Sales Representative,1,Single,Y,4,80,3
RM1388,29,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1954,1,Male,3,2,Healthcare Representative,1,Married,Y,1,80,2
RM1443,29,26-35,Travel_Rarely,Research & Development,4,Medical,1,2027,1,Male,3,1,Research Scientist,4,Married,Y,2,80,4
RM1460,29,26-35,Travel_Rarely,Research & Development,2,Other,1,2053,4,Male,2,2,Laboratory Technician,2,Married,Y,1,80,3
RM1461,29,26-35,Travel_Rarely,Research & Development,4,Medical,1,2054,4,Female,2,1,Research Scientist,1,Single,Y,2,80,1
RM1461,29,26-35,Travel_Rarely,Research & Development,4,Medical,1,2054,4,Female,2,1,Research Scientist,1,Single,Y,2,80,1
RM008,30,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,11,4,Male,3,1,Laboratory Technician,3,Divorced,Y,2,80,3
RM033,30,26-35,Travel_Rarely,Research & Development,2,Medical,1,41,4,Male,2,1,Laboratory Technician,3,Single,Y,1,80,3
RM045,30,26-35,Travel_Frequently,Research & Development,2,Medical,1,57,3,Female,3,2,Laboratory Technician,4,Single,Y,4,80,3
RM081,30,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,104,4,Male,2,2,Laboratory Technician,4,Married,Y,3,80,2
RM089,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,117,3,Male,2,2,Healthcare Representative,4,Married,Y,1,80,3
RM093,30,26-35,Travel_Rarely,Sales,2,Medical,1,121,3,Female,2,2,Sales Executive,2,Divorced,Y,2,80,2
RM121,30,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,159,1,Male,1,1,Research Scientist,3,Divorced,Y,3,80,2
RM140,30,26-35,Travel_Rarely,Human Resources,3,Human Resources,1,184,3,Male,3,2,Human Resources,4,Married,Y,4,80,1
RM144,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,194,1,Female,3,1,Research Scientist,3,Single,Y,3,80,2
RM146,30,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,197,4,Female,3,1,Research Scientist,1,Divorced,Y,4,80,3
RM147,30,26-35,Travel_Rarely,Research & Development,1,Medical,1,198,2,Male,2,1,Laboratory Technician,4,Single,Y,4,80,3
RM168,30,26-35,Travel_Rarely,Sales,3,Life Sciences,1,228,2,Female,3,3,Sales Executive,4,Married,Y,3,80,3
RM174,30,26-35,Non-Travel,Research & Development,3,Medical,1,239,3,Male,3,2,Laboratory Technician,1,Divorced,Y,3,80,3
RM212,30,26-35,Non-Travel,Research & Development,1,Life Sciences,1,292,3,Male,2,3,Manufacturing Director,3,Single,Y,3,80,3
RM215,30,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,297,4,Female,3,1,Research Scientist,1,Single,Y,3,80,3
RM217,30,26-35,Travel_Frequently,Sales,4,Marketing,1,299,3,Female,2,2,Sales Executive,1,Single,Y,3,80,2
RM325,30,26-35,Travel_Rarely,Research & Development,2,Medical,1,441,4,Female,3,2,Research Scientist,4,Married,Y,4,80,3
RM339,30,26-35,Travel_Rarely,Sales,3,Marketing,1,456,4,Female,2,2,Sales Executive,3,Divorced,Y,3,80,3
RM355,30,26-35,Non-Travel,Sales,2,Technical Degree,1,475,4,Female,3,2,Sales Executive,3,Married,Y,2,80,4
RM382,30,26-35,Travel_Rarely,Sales,1,Technical Degree,1,508,3,Male,3,1,Sales Representative,2,Married,Y,1,80,3
RM386,30,26-35,Travel_Frequently,Research & Development,3,Technical Degree,1,514,3,Male,3,1,Research Scientist,4,Single,Y,3,80,3
RM403,30,26-35,Travel_Rarely,Sales,3,Technical Degree,1,533,2,Female,3,2,Sales Executive,3,Single,Y,2,80,3
RM411,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,548,3,Female,1,2,Manufacturing Director,4,Single,Y,3,80,3
RM420,30,26-35,Non-Travel,Research & Development,3,Life Sciences,1,562,3,Male,3,1,Laboratory Technician,4,Married,Y,3,80,1
RM424,30,26-35,Non-Travel,Sales,4,Other,1,567,3,Female,3,3,Sales Executive,1,Married,Y,3,80,3
RM427,30,26-35,Non-Travel,Research & Development,3,Medical,1,571,3,Female,3,1,Laboratory Technician,4,Single,Y,3,80,2
RM438,30,26-35,Travel_Rarely,Sales,1,Marketing,1,585,4,Male,3,1,Sales Representative,2,Single,Y,1,80,3
RM481,30,26-35,Travel_Frequently,Sales,4,Life Sciences,1,648,2,Male,2,1,Sales Representative,1,Married,Y,3,80,4
RM502,30,26-35,Travel_Frequently,Research & Development,3,Medical,1,680,3,Female,3,1,Research Scientist,3,Divorced,Y,3,80,3
RM546,30,26-35,Travel_Rarely,Sales,5,Marketing,1,747,3,Male,3,2,Sales Executive,4,Divorced,Y,4,80,2
RM582,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,806,4,Male,1,1,Laboratory Technician,3,Married,Y,3,80,3
RM603,30,26-35,Travel_Rarely,Research & Development,3,Medical,1,833,3,Female,2,2,Manufacturing Director,4,Single,Y,2,80,2
RM624,30,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,861,2,Male,2,1,Research Scientist,4,Divorced,Y,2,80,2
RM703,30,26-35,Travel_Rarely,Sales,2,Other,1,982,3,Male,3,3,Sales Executive,3,Divorced,Y,1,80,4
RM721,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1004,1,Female,3,1,Research Scientist,3,Married,Y,2,80,3
RM731,30,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,1015,2,Female,4,3,Research Director,1,Married,Y,3,80,2
RM733,30,26-35,Travel_Frequently,Research & Development,3,Medical,1,1017,2,Female,3,1,Laboratory Technician,2,Single,Y,1,80,3
RM783,30,26-35,Travel_Rarely,Research & Development,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1,Married,Y,3,80,2
RM845,30,26-35,Travel_Rarely,Sales,3,Marketing,1,1179,3,Male,2,2,Sales Executive,3,Married,Y,1,80,3
RM866,30,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1211,3,Male,3,2,Sales Executive,1,Divorced,Y,3,80,3
RM875,30,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1224,3,Male,3,2,Laboratory Technician,3,Divorced,Y,1,80,2
RM887,30,26-35,Travel_Rarely,Research & Development,3,Medical,1,1241,4,Male,3,1,Research Scientist,2,Married,Y,1,80,3
RM932,30,26-35,Non-Travel,Research & Development,2,Medical,1,1298,3,Female,3,2,Manufacturing Director,3,Single,Y,3,80,3
RM942,30,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1311,1,Female,2,2,Laboratory Technician,4,Married,Y,1,80,3
RM949,30,26-35,Travel_Rarely,Research & Development,4,Medical,1,1321,2,Female,3,3,Manager,1,Married,Y,4,80,3
RM1014,30,26-35,Travel_Rarely,Sales,4,Marketing,1,1428,4,Female,3,2,Sales Executive,1,Divorced,Y,2,80,3
RM1050,30,26-35,Travel_Rarely,Sales,1,Life Sciences,1,1479,4,Male,3,2,Sales Executive,3,Married,Y,3,80,2
RM1053,30,26-35,Non-Travel,Research & Development,3,Technical Degree,1,1482,3,Male,3,1,Research Scientist,3,Divorced,Y,2,80,2
RM1065,30,26-35,Travel_Rarely,Human Resources,3,Life Sciences,1,1499,3,Male,3,1,Human Resources,3,Divorced,Y,1,80,4
RM1107,30,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1562,2,Male,2,2,Sales Executive,1,Married,Y,4,80,3
RM1110,30,26-35,Travel_Rarely,Sales,4,Technical Degree,1,1568,3,Male,3,3,Sales Executive,2,Married,Y,2,80,3
RM1142,30,26-35,Travel_Rarely,Research & Development,3,Medical,1,1609,2,Male,2,1,Research Scientist,2,Married,Y,2,80,2
RM1234,30,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1729,2,Male,3,1,Research Scientist,4,Married,Y,2,80,2
RM1245,30,26-35,Travel_Frequently,Research & Development,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1,Single,Y,4,80,3
RM1247,30,26-35,Travel_Frequently,Human Resources,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4,Divorced,Y,3,80,2
RM1252,30,26-35,Travel_Rarely,Sales,2,Marketing,1,1754,3,Male,2,3,Sales Executive,1,Divorced,Y,1,80,3
RM1260,30,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1763,3,Male,4,2,Healthcare Representative,3,Married,Y,3,80,3
RM1297,30,26-35,Travel_Rarely,Research & Development,3,Medical,1,1816,1,Female,3,3,Manufacturing Director,3,Single,Y,2,80,3
RM1339,30,26-35,Travel_Rarely,Sales,3,Medical,1,1876,2,Male,3,1,Sales Representative,4,Single,Y,3,80,2
RM1413,30,26-35,Travel_Rarely,Research & Development,2,Medical,1,1989,4,Male,3,1,Laboratory Technician,2,Married,Y,3,80,2
RM013,31,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,16,1,Male,3,1,Research Scientist,3,Divorced,Y,4,80,2
RM059,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,76,4,Male,3,2,Laboratory Technician,4,Divorced,Y,4,80,2
RM073,31,26-35,Travel_Rarely,Research & Development,4,Medical,1,95,3,Male,3,1,Research Scientist,2,Single,Y,2,80,3
RM076,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,98,3,Female,3,2,Manufacturing Director,4,Single,Y,4,80,3
RM125,31,26-35,Travel_Rarely,Sales,4,Life Sciences,1,163,2,Male,1,2,Sales Executive,3,Married,Y,2,80,2
RM133,31,26-35,Travel_Rarely,Sales,3,Life Sciences,1,175,2,Female,1,2,Sales Executive,3,Married,Y,3,80,3
RM181,31,26-35,Travel_Rarely,Research & Development,1,Medical,1,246,3,Female,3,1,Research Scientist,4,Married,Y,3,80,3
RM225,31,26-35,Non-Travel,Research & Development,4,Medical,1,308,3,Male,1,2,Manufacturing Director,3,Married,Y,4,80,3
RM246,31,26-35,Travel_Frequently,Research & Development,4,Medical,1,337,2,Male,3,3,Research Director,3,Divorced,Y,1,80,3
RM260,31,26-35,Travel_Frequently,Research & Development,2,Medical,1,355,3,Male,2,1,Laboratory Technician,2,Single,Y,2,80,4
RM267,31,26-35,Travel_Rarely,Research & Development,3,Medical,1,367,2,Male,2,2,Healthcare Representative,4,Married,Y,2,80,3
RM293,31,26-35,Travel_Frequently,Sales,3,Marketing,1,399,4,Female,3,1,Sales Representative,2,Divorced,Y,3,80,2
RM304,31,26-35,Travel_Rarely,Sales,3,Technical Degree,1,416,2,Male,4,2,Sales Executive,4,Married,Y,2,80,2
RM310,31,26-35,Travel_Rarely,Research & Development,4,Technical Degree,1,423,3,Male,3,1,Research Scientist,4,Married,Y,3,80,3
RM311,31,26-35,Travel_Rarely,Human Resources,3,Human Resources,1,424,1,Male,2,2,Human Resources,1,Married,Y,4,80,3
RM313,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,426,3,Male,3,1,Research Scientist,4,Divorced,Y,2,80,1
RM322,31,26-35,Travel_Rarely,Sales,3,Marketing,1,438,4,Male,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM326,31,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,442,3,Female,2,3,Manufacturing Director,3,Married,Y,1,80,3
